,Meta,c,a,N_ss,SS_pos,Cdk1_Period,Cdk1_Amplitude
342,0.0,0.01610738255033557,2.9746815594531726,1.0,Bottom,0.0,0.0
343,0.0,0.01610738255033557,3.0455073108687243,1.0,Bottom,0.0,0.0
344,0.0,0.01610738255033557,3.116333062284276,1.0,Bottom,0.0,0.0
345,0.0,0.01610738255033557,3.1871588136998277,1.0,Bottom,0.0,0.0
346,0.0,0.01610738255033557,3.2579845651153794,1.0,Bottom,0.0,0.0
347,0.0,0.01610738255033557,3.328810316530931,1.0,Bottom,0.0,0.0
348,0.0,0.01610738255033557,3.3996360679464828,1.0,Bottom,0.0,0.0
349,0.0,0.01610738255033557,3.4704618193620345,1.0,Bottom,0.0,0.0
350,0.0,0.01610738255033557,3.541287570777586,1.0,Bottom,0.0,0.0
351,0.0,0.01610738255033557,3.612113322193138,1.0,Bottom,0.0,0.0
352,0.0,0.01610738255033557,3.6829390736086896,1.0,Bottom,0.0,0.0
353,0.0,0.01610738255033557,3.7537648250242412,1.0,Bottom,0.0,0.0
354,0.0,0.01610738255033557,3.824590576439793,1.0,Bottom,0.0,0.0
355,0.0,0.01610738255033557,3.8954163278553446,1.0,Bottom,0.0,0.0
356,0.0,0.01610738255033557,3.966242079270897,1.0,Bottom,0.0,0.0
357,0.0,0.01610738255033557,4.037067830686448,1.0,Bottom,0.0,0.0
358,0.0,0.01610738255033557,4.107893582102,1.0,Bottom,0.0,0.0
359,0.0,0.01610738255033557,4.178719333517551,1.0,Bottom,0.0,0.0
360,0.0,0.01610738255033557,4.249545084933104,1.0,Bottom,0.0,0.0
361,0.0,0.01610738255033557,4.320370836348655,1.0,Bottom,0.0,0.0
362,0.0,0.01610738255033557,4.391196587764207,1.0,Bottom,0.0,0.0
