,Meta,c,tau,Cdk1_Period,Cdk1_Amplitude
384,0.0,0.03025210084033613,2.5454545454545454,0.0,0.0
385,0.0,0.03025210084033613,2.5757575757575757,0.0,0.0
386,0.0,0.03025210084033613,2.606060606060606,0.0,0.0
387,0.0,0.03025210084033613,2.6363636363636362,0.0,0.0
388,0.0,0.03025210084033613,2.666666666666667,0.0,0.0
389,0.0,0.03025210084033613,2.6969696969696972,0.0,0.0
390,0.0,0.03025210084033613,2.7272727272727275,0.0,0.0
391,0.0,0.03025210084033613,2.757575757575758,0.0,0.0
392,0.0,0.03025210084033613,2.787878787878788,0.0,0.0
393,0.0,0.03025210084033613,2.8181818181818183,0.0,0.0
394,0.0,0.03025210084033613,2.8484848484848486,0.0,0.0
395,0.0,0.03025210084033613,2.878787878787879,0.0,0.0
396,0.0,0.03025210084033613,2.909090909090909,0.0,0.0
397,0.0,0.03025210084033613,2.9393939393939394,0.0,0.0
398,0.0,0.03025210084033613,2.9696969696969697,0.0,0.0
399,0.0,0.03025210084033613,3.0,0.0,0.0
400,0.0,0.04033613445378151,0.0,0.0,0.0
401,0.0,0.04033613445378151,0.030303030303030304,0.0,0.0
402,0.0,0.04033613445378151,0.06060606060606061,0.0,0.0
403,0.0,0.04033613445378151,0.09090909090909091,0.0,0.0
404,0.0,0.04033613445378151,0.12121212121212122,0.0,0.0
405,0.0,0.04033613445378151,0.15151515151515152,0.0,0.0
406,0.0,0.04033613445378151,0.18181818181818182,0.0,0.0
407,0.0,0.04033613445378151,0.21212121212121213,0.0,0.0
408,0.0,0.04033613445378151,0.24242424242424243,0.0,0.0
409,0.0,0.04033613445378151,0.2727272727272727,0.0,0.0
410,0.0,0.04033613445378151,0.30303030303030304,0.0,0.0
411,0.0,0.04033613445378151,0.33333333333333337,0.0,0.0
412,0.0,0.04033613445378151,0.36363636363636365,0.0,0.0
413,0.0,0.04033613445378151,0.3939393939393939,0.0,0.0
414,0.0,0.04033613445378151,0.42424242424242425,0.0,0.0
415,0.0,0.04033613445378151,0.4545454545454546,0.0,0.0
416,0.0,0.04033613445378151,0.48484848484848486,0.0,0.0
417,0.0,0.04033613445378151,0.5151515151515151,0.0,0.0
418,0.0,0.04033613445378151,0.5454545454545454,0.0,0.0
419,0.0,0.04033613445378151,0.5757575757575758,0.0,0.0
420,0.0,0.04033613445378151,0.6060606060606061,0.0,0.0
421,0.0,0.04033613445378151,0.6363636363636364,0.0,0.0
422,0.0,0.04033613445378151,0.6666666666666667,0.0,0.0
423,0.0,0.04033613445378151,0.696969696969697,0.0,0.0
424,0.0,0.04033613445378151,0.7272727272727273,0.0,0.0
425,0.0,0.04033613445378151,0.7575757575757576,0.0,0.0
426,0.0,0.04033613445378151,0.7878787878787878,0.0,0.0
427,0.0,0.04033613445378151,0.8181818181818182,0.0,0.0
428,0.0,0.04033613445378151,0.8484848484848485,0.0,0.0
429,0.0,0.04033613445378151,0.8787878787878788,0.0,0.0
430,0.0,0.04033613445378151,0.9090909090909092,0.0,0.0
431,0.0,0.04033613445378151,0.9393939393939394,0.0,0.0
432,0.0,0.04033613445378151,0.9696969696969697,0.0,0.0
433,0.0,0.04033613445378151,1.0,0.0,0.0
434,0.0,0.04033613445378151,1.0303030303030303,0.0,0.0
435,0.0,0.04033613445378151,1.0606060606060606,0.0,0.0
436,0.0,0.04033613445378151,1.0909090909090908,0.0,0.0
437,0.0,0.04033613445378151,1.1212121212121213,0.0,0.0
438,0.0,0.04033613445378151,1.1515151515151516,0.0,0.0
439,0.0,0.04033613445378151,1.1818181818181819,0.0,0.0
440,0.0,0.04033613445378151,1.2121212121212122,0.0,0.0
441,0.0,0.04033613445378151,1.2424242424242424,0.0,0.0
442,0.0,0.04033613445378151,1.2727272727272727,0.0,0.0
443,0.0,0.04033613445378151,1.303030303030303,0.0,0.0
444,0.0,0.04033613445378151,1.3333333333333335,0.0,0.0
445,0.0,0.04033613445378151,1.3636363636363638,0.0,0.0
446,0.0,0.04033613445378151,1.393939393939394,0.0,0.0
447,0.0,0.04033613445378151,1.4242424242424243,0.0,0.0
448,0.0,0.04033613445378151,1.4545454545454546,0.0,0.0
449,0.0,0.04033613445378151,1.4848484848484849,0.0,0.0
450,0.0,0.04033613445378151,1.5151515151515151,0.0,0.0
451,0.0,0.04033613445378151,1.5454545454545454,0.0,0.0
